constituency_geographic_code,country_name,constituency_name,result_summary_2024,con_2024,lab_2024,ruk_2024,turnout_2024,prev_con_2024,prev_lab_2024,con_lost_2024,con_2019,lab_2019,turnout_2019,pct_age_18_24,pct_age_65_plus,pct_born_outside_uk,pct_christian,pct_no_religion,pct_owner_occupiers,pct_no_qualifications,pct_higher_education,pct_white,pct_lgb_plus,hanretty_leave,DIF_Cons,DIF_Turnout
E14001226,England,Epping Forest,Con hold,0.43201685,0.29593083,0,0.578064212435448,1,0,0,0.64382905,0.20273335,0.674258581143616,0.069245086,0.184328744,0.159856152,0.482892031,0.323165681,0.681974436,0.183705379,0.343235832,0.811801761,0.020326181,0.61287594,-0.2118122,-0.0961943687081676
E14001227,England,Epsom and Ewell,LD gain from Con,0.311564,0.152682,0.106282,0.712623998536197,1,0,1,0.53577715,0.16817953,0.74692884285045,0.066412008,0.189065151,0.200192897,0.490218621,0.361716331,0.729551637,0.125651666,0.445664613,0.81891764,0.022194223,0.46747765,-0.22421315,-0.0343048443142537
E14001228,England,Erewash,Lab gain from Con,0.264265,0.400502,0.21304,0.601474105257269,1,0,1,0.5645921,0.34731838,0.678104075792515,0.07123944,0.197400496,0.055885363,0.408132388,0.516616759,0.679340937,0.205348165,0.244574832,0.951815423,0.029515082,0.631675653,-0.3003271,-0.0766299705352461
E14001229,England,Erith and Thamesmead,Lab hold,0.137794,0.55093,0.147205,0.512814325628651,0,1,0,0.28207034,0.58352095,0.561529037639454,0.08185644,0.101512951,0.395369175,0.50153739,0.258244486,0.412894514,0.199098342,0.370374661,0.461558977,0.031220736,0.495298657,-0.14427634,-0.0487147120108024
E14001230,England,Esher and Walton,LD gain from Con,0.302747,0.052821,0.08866,0.727695091974825,1,0,1,0.49519384,0.048025917,0.766621179039301,0.052421431,0.173468694,0.198266778,0.505902127,0.36713657,0.724039795,0.108421445,0.515822864,0.861688072,0.021147698,0.408286877,-0.19244684,-0.0389260870644762
E14001231,England,Exeter,Lab hold,0.156437,0.453415,0.122254,0.592497051886793,0,1,0,0.32077423,0.5479962,0.674326830560707,0.222921481,0.158424701,0.163572324,0.384970894,0.493588735,0.538346985,0.133095203,0.342145677,0.894163923,0.0587439,0.446658943,-0.16433723,-0.0818297786739148
E14001232,England,Exmouth and Exeter East,Con hold,0.287006,0.28464806,0.1380661,0.641586337096633,1,0,0,0.49842384,0.10528012,0.749402700598642,0.064634598,0.240545977,0.074195692,0.473146471,0.445107124,0.698922469,0.14195553,0.351259831,0.961461465,0.026324733,0.504754691,-0.21141784,-0.107816363502009
E14001233,England,Fareham and Waterlooville,Con hold,0.350358,0.229076,0.181234,0.651396415714713,1,0,0,0.61175513,0.15782683,0.653953995534555,0.063720827,0.247464729,0.065517755,0.469248753,0.457427967,0.744112223,0.164484422,0.29538283,0.957535194,0.024917185,0.592477061,-0.26139713,-0.0025575798198425
E14001234,England,Farnham and Bordon,Con hold,0.357465,0.138225,0.117269,0.698300842992624,1,0,0,0.5939657,0.06818404,0.701157147166086,0.068964829,0.209629127,0.126464743,0.504506123,0.403315469,0.724850051,0.122051219,0.428527456,0.93397118,0.025326275,0.437053496,-0.2365007,-0.00285630417346239
E14001235,England,Faversham and Mid Kent,Con hold,0.317981,0.286453,0.21213,0.627097885627381,1,0,0,0.6260915,0.19846521,0.671536811610351,0.062945392,0.206742707,0.086622069,0.48938146,0.427174176,0.698329724,0.186821171,0.290397745,0.936886048,0.022862797,0.575029448,-0.3081105,-0.0444389259829707
E14001236,England,Feltham and Heston,Lab hold,0.210739,0.415023,0.131921,0.505144059650308,0,1,0,0.35788345,0.51723903,0.583348842155638,0.083614326,0.113390758,0.503814937,0.371309696,0.149467154,0.453675073,0.228107155,0.326917181,0.373575864,0.024499142,0.603802852,-0.14714445,-0.0782047825053298
E14001237,England,Filton and Bradley Stoke,Lab gain from Con,0.256219,0.454762,0.135386,0.649209868268413,1,0,1,0.51001066,0.35772404,0.699679339112476,0.116547272,0.142463227,0.168502005,0.414141979,0.458198249,0.67535321,0.118208508,0.374601347,0.852350431,0.033815369,0.491196864,-0.25379166,-0.0504694708440632
E14001238,England,Finchley and Golders Green,Lab gain from Con,0.350504,0.443446,0.05271,0.635987096774194,1,0,1,0.43793762,0.24362954,0.73140534047861,0.070369049,0.151789749,0.449870408,0.308260721,0.211897532,0.501824928,0.143696362,0.530067038,0.605080167,0.034208186,0.312707953,-0.0874336200000001,-0.0954182437044169
E14001239,England,Folkestone and Hythe,Lab gain from Con,0.261088,0.347315,0.247075,0.617306155075939,1,0,1,0.56316555,0.26761916,0.639718378247147,0.066231079,0.250604378,0.11123328,0.472144786,0.421236606,0.635055369,0.201597977,0.266976878,0.919408056,0.02974375,0.634992834,-0.30207755,-0.0224122231712082
E14001240,England,Forest of Dean,Lab gain from Con,0.334678,0.340459,0.170385,0.660073843282046,1,0,1,0.5960175,0.28773192,0.719829394490281,0.067232397,0.252339919,0.051302541,0.508688197,0.413341925,0.729614282,0.18058447,0.293106589,0.974803052,0.022391361,0.579899361,-0.2613395,-0.0597555512082354
E14001241,England,Frome and East Somerset,LD gain from Con,0.238997,0.137341,0.137876,0.652521894598634,1,0,1,0.4929331,0.21171565,0.683557290850279,0.064817528,0.217317229,0.06621227,0.451007629,0.466439493,0.711324466,0.161101792,0.326730037,0.968224427,0.024402908,0.526148,-0.2539361,-0.0310353962516446
E14001242,England,Fylde,Con hold,0.331881,0.320183,0.172957,0.622049286640726,1,0,0,0.62234586,0.25169885,0.691575471949304,0.054487479,0.279417111,0.057151142,0.615506855,0.312868716,0.725935229,0.158799907,0.346259475,0.963095748,0.024326237,0.564414454,-0.29046486,-0.0695261853085774
E14001243,England,Gainsborough,Con hold,0.356346,0.28069,0.212402,0.615604725987658,1,0,0,0.6630023,0.21163633,0.657150501672241,0.059021355,0.252049353,0.049225493,0.54713511,0.379508576,0.702774826,0.1810736,0.293122843,0.969606675,0.02311737,0.618176173,-0.3066563,-0.0415457756845832
E14001244,England,Gateshead Central and Whickham,Lab hold,0.115076,0.453664,0.213865,0.575951995646383,0,1,0,0.33021584,0.4708836,0.591895089725892,0.079488043,0.187196995,0.101318708,0.485675794,0.394780621,0.555033966,0.211817956,0.29906994,0.911371767,0.038975695,0.54565705,-0.21513984,-0.0159430940795091
E14001245,England,Gedling,Lab gain from Con,0.233919,0.477772,0.168528,0.632703945147131,1,0,1,0.47203326,0.42754158,0.713767398904941,0.06305522,0.209208001,0.081131318,0.413688032,0.483612153,0.728557964,0.177668582,0.315460491,0.886138105,0.027965459,0.566672986,-0.23811426,-0.0810634537578097
E14001246,England,Gillingham and Rainham,Lab gain from Con,0.281721,0.378269,0.213709,0.55955279300355,1,0,1,0.61301625,0.28404194,0.621465565036308,0.083773164,0.178542106,0.137245506,0.456202596,0.423713738,0.663339383,0.186928869,0.252455101,0.841493094,0.026037479,0.636878577,-0.33129525,-0.0619127720327579
E14001247,England,Glastonbury and Somerton,LD gain from Con,0.288674,0.0653,0.16116,0.65024294371349,1,0,1,0.57536566,0.09578148,0.759751481825323,0.064470179,0.263437177,0.069745536,0.513869708,0.397203223,0.69286874,0.158064348,0.32208015,0.972555523,0.024651089,0.530665352,-0.28669166,-0.109508538111833
E14001248,England,Gloucester,Lab gain from Con,0.285411,0.360501,0.159919,0.574922931739541,1,0,1,0.5458086,0.35243577,0.666184236260512,0.089651085,0.1603618,0.151910773,0.469243126,0.399740579,0.612904548,0.188893869,0.26906332,0.841927587,0.032374754,0.589690459,-0.2603976,-0.0912613045209716
E14001249,England,Godalming and Ash,Con hold,0.425863,0.050241,0.088032,0.721430832541944,1,0,0,0.5339656,0.08916191,0.779758820151543,0.056126785,0.217531458,0.12156516,0.526492537,0.387230514,0.720672345,0.12460745,0.441698369,0.938091149,0.022429597,0.463425503,-0.1081026,-0.0583279876095991
E14001250,England,Goole and Pocklington,Con hold,0.381589,0.309778,0.182019,0.622358461057241,1,0,0,0.65112925,0.20420432,0.653693490705687,0.060525476,0.230381681,0.070585117,0.550965146,0.373409152,0.744132567,0.170214005,0.321833593,0.970775717,0.018699206,0.599885058,-0.26954025,-0.0313350296484455
E14001251,England,Gorton and Denton,Lab hold,0.078993,0.507522,0.140646,0.477758611677382,0,1,0,0.18850921,0.67238367,0.616746965251797,0.084462074,0.12591472,0.288946503,0.389990325,0.263039845,0.493666263,0.245933434,0.275118043,0.565570347,0.036677019,0.53411232,-0.10951621,-0.138988353574414
E14001252,England,Gosport,Con hold,0.402692,0.265962,0.180297,0.604373404676431,1,0,0,0.66509813,0.1846738,0.656874042541654,0.071510921,0.230403307,0.071326902,0.459178162,0.470656058,0.663617959,0.169186492,0.263758499,0.955647153,0.029421005,0.618624163,-0.26240613,-0.0525006378652229
E14001253,England,Grantham and Bourne,Con hold,0.363577,0.266103,0.203642,0.6293920993382,1,0,0,0.65815115,0.19976664,0.677831582744793,0.061045924,0.230487558,0.096952056,0.551483456,0.368694174,0.677342246,0.179552535,0.282713359,0.955956704,0.023124377,0.622513811,-0.29457415,-0.0484394834065932
E14001254,England,Gravesham,Lab gain from Con,0.321776,0.384507,0.206097,0.591457575177169,1,0,1,0.6219512,0.29434398,0.652704965278731,0.072638659,0.172256055,0.192403746,0.491725835,0.321359414,0.622183875,0.203254725,0.266953663,0.766056762,0.023546804,0.65377208,-0.3001752,-0.0612473901015617
E14001255,England,Great Grimsby and Cleethorpes,Lab gain from Con,0.225812,0.418799,0.287638,0.480835642160274,1,0,1,0.55616075,0.3219916,0.540882543802726,0.074128543,0.188607065,0.07362075,0.421036954,0.494954854,0.569100296,0.261764433,0.195609801,0.960962138,0.030049192,0.698225077,-0.33034875,-0.0600469016424513
E14001256,England,Great Yarmouth,RUK gain from Con,0.246245,0.318028,0.353023,0.555778332446772,1,0,1,0.6578851,0.25148407,0.620203490446223,0.069709153,0.239986766,0.097724065,0.466825737,0.45198805,0.617712426,0.265066067,0.182436925,0.945974936,0.0272247,0.715049473,-0.4116401,-0.0644251579994513
E14001257,England,Greenwich and Woolwich,Lab hold,0.113837,0.561787,0.077366,0.58460717364827,0,1,0,0.22729193,0.55012673,0.677990375802017,0.089115907,0.081394458,0.411897108,0.402312355,0.362952936,0.339529346,0.128999444,0.553813564,0.553079472,0.060112213,0.238911609,-0.11345493,-0.093383202153747
E14001258,England,Guildford,LD gain from Con,0.30041,0.081397,0.091005,0.683450793920353,1,0,1,0.45085958,0.083884835,0.73681113119509,0.153993591,0.163449252,0.220612353,0.469076826,0.396673744,0.634170107,0.106324754,0.461169171,0.845020445,0.038830829,0.409819031,-0.15044958,-0.0533603372747369
E14001259,England,Hackney North and Stoke Newington,Lab hold,0.084401,0.594619,0.031324,0.526384105279391,0,1,0,0.13034505,0.6981852,0.681105025132293,0.088694695,0.083714649,0.359754374,0.268465958,0.329136134,0.289373469,0.187676936,0.487649181,0.551643172,0.069954371,0.208956302,-0.04594405,-0.154720919852901
E14001260,England,Hackney South and Shoreditch,Lab hold,0.049783,0.592887,0.038392,0.532736308238691,0,1,0,0.103896104,0.7342368,0.63588972964347,0.096869919,0.075244551,0.426568542,0.34427919,0.394113048,0.20859423,0.152937319,0.545281462,0.504500313,0.085498201,0.217803087,-0.054113104,-0.103153421404779
E14001261,England,Halesowen,Lab gain from Con,0.276297,0.389419,0.219918,0.562779909261988,1,0,1,0.60243803,0.3261138,0.62545953910195,0.07279463,0.198995208,0.081396586,0.467314777,0.366794389,0.670267012,0.23033752,0.249319728,0.823864416,0.024581371,0.667182225,-0.32614103,-0.062679629839962
E14001262,England,Halifax,Lab hold,0.195604,0.351495,0.194236,0.518783218948346,0,1,0,0.4166998,0.45649308,0.641028392097958,0.073902294,0.171738484,0.123206039,0.384930705,0.377587537,0.602700097,0.22347728,0.26302922,0.778630417,0.026105149,0.60112899,-0.2210958,-0.122245173149611
E14001263,England,Hamble Valley,Con hold,0.364251,0.162081,0.152137,0.679483630690254,1,0,0,0.62230676,0.13567434,0.74173623572859,0.062080553,0.195942052,0.074967036,0.480008206,0.44382467,0.745659825,0.120451316,0.354996026,0.949262148,0.023505329,0.510125798,-0.25805576,-0.0622526050383357
E14001264,England,Hammersmith and Chiswick,Lab hold,0.190848,0.523087,0.063645,0.606656999736357,0,1,0,0.30459672,0.5077425,0.712773927701817,0.091665448,0.11853528,0.45206062,0.433438584,0.32314959,0.360688121,0.11424905,0.584036547,0.633484942,0.056636895,0.299429624,-0.11374872,-0.10611692796546
E14001265,England,Hampstead and Highgate,Lab hold,0.174295,0.482636,0.060556,0.60665508753077,0,1,0,0.23169011,0.47637966,0.773180458624128,0.076603899,0.131160865,0.448434068,0.32365699,0.350692573,0.374608801,0.100153878,0.646922446,0.654990521,0.056934755,0.214373349,-0.05739511,-0.166525371093358
E14001266,England,"Harborough, Oadby and Wigston",Con hold,0.369428,0.322232,0.12567,0.653726889393448,1,0,0,0.5445659,0.24775127,0.702914048923941,0.075776104,0.217663997,0.143462915,0.408482649,0.341258493,0.743714795,0.162976852,0.353392947,0.752968483,0.021225451,0.522053801,-0.1751379,-0.0491871595304927
E14001267,England,Harlow,Lab gain from Con,0.318495,0.376248,0.218212,0.580547112462006,1,0,1,0.64554477,0.2930532,0.644537895180936,0.071169509,0.158826441,0.166513671,0.462104032,0.423722102,0.573304643,0.203788129,0.254902852,0.844412848,0.023431372,0.663717266,-0.32704977,-0.06399078271893
E14001268,England,Harpenden and Berkhamsted,LD gain from Con,0.305028,0.074739,0.078125,0.752138645109493,1,0,1,0.52273136,0.10599591,0.778083339149857,0.050632778,0.198915237,0.110751464,0.508655574,0.392922084,0.753433906,0.098618619,0.517904571,0.91740666,0.020473533,0.396261021,-0.21770336,-0.0259446940403638
E14001269,England,Harrogate and Knaresborough,LD gain from Con,0.302282,0.079767,0.109077,0.667872490539414,1,0,1,0.5198315,0.09630376,0.732757255936676,0.055798784,0.222532984,0.101628714,0.534106857,0.378990334,0.695107319,0.134789425,0.408869569,0.948489478,0.024454263,0.475318577,-0.2175495,-0.0648847653972617
E14001270,England,Harrow East,Con hold,0.533018,0.288549,0.045796,0.624429835452799,1,0,0,0.54612046,0.37424216,0.685290763968073,0.081346305,0.167062523,0.534664319,0.337757077,0.07558685,0.606473243,0.208633393,0.406864732,0.364864583,0.018756949,0.490232396,-0.01310246,-0.0608609285152741
E14001271,England,Harrow West,Lab hold,0.291572,0.438386,0.058332,0.566206102475532,0,1,0,0.34822163,0.5309381,0.67233324331623,0.080118303,0.124547919,0.537635821,0.353168457,0.11799743,0.51967252,0.166551013,0.452321523,0.342376035,0.023987074,0.433114597,-0.05664963,-0.106127140840698
E14001272,England,Hartlepool,Lab hold,0.218721,0.462223,0.245445,0.497095342749556,0,1,0,0.2892268,0.37683067,0.576135789296344,0.075226894,0.197457058,0.039690264,0.525190063,0.400647621,0.582325491,0.231449,0.248051844,0.96458716,0.027608922,0.695683297,-0.0705058,-0.0790404465467885
E14001273,England,Harwich and North Essex,Con hold,0.3439,0.319714,0.204109,0.629692251232044,1,0,0,0.5855336,0.25917092,0.722680990940431,0.086191607,0.241012364,0.072857725,0.473548479,0.439523363,0.722973616,0.179596928,0.278163675,0.939381016,0.027197574,0.590692422,-0.2416336,-0.0929887397083877
E14001274,England,Hastings and Rye,Lab gain from Con,0.227897,0.416047,0.160926,0.60561766681152,1,0,1,0.49088764,0.42369592,0.695492253344094,0.066002004,0.220884415,0.107863114,0.395632388,0.499766259,0.585532768,0.202837746,0.286437142,0.921091045,0.043719312,0.557662544,-0.26299064,-0.0898745865325746
E14001275,England,Havant,Con hold,0.307827,0.305646,0.236074,0.583299918421526,1,0,0,0.6538654,0.17970365,0.631599923040981,0.065478007,0.236798619,0.065552374,0.448586916,0.477953792,0.660247289,0.203484285,0.267009216,0.957698434,0.024553285,0.61741772,-0.3460384,-0.0483000046194551
E14001276,England,Hayes and Harlington,Lab hold,0.218557,0.532559,0.107373,0.514951952153753,0,1,0,0.347411,0.557917,0.603509060729523,0.086547894,0.102227778,0.484027187,0.325142599,0.132425654,0.46818742,0.22729092,0.321052145,0.320422145,0.022146735,0.578569878,-0.128854,-0.0885571085757694
E14001277,England,Hazel Grove,LD gain from Con,0.1959,0.235402,0.151202,0.631441671471323,1,0,1,0.45585933,0.16272476,0.691531511769787,0.059140525,0.23310006,0.053912656,0.510015881,0.409994706,0.749379169,0.157744845,0.334213918,0.944193148,0.024432989,0.523196383,-0.25995933,-0.0600898402984635
E14001278,England,Hemel Hempstead,Lab gain from Con,0.271765,0.381881,0.174322,0.620933342718378,1,0,1,0.54953635,0.2813003,0.695996935996369,0.067231365,0.157579864,0.167353974,0.451368384,0.407243192,0.588318237,0.163126355,0.329663102,0.833839958,0.024664442,0.55844247,-0.27777135,-0.0750635932779903
E14001279,England,Hendon,Lab gain from Con,0.383944,0.384308,0.073638,0.551071929473052,1,0,1,0.48908824,0.40879083,0.637700011189437,0.090963971,0.116112024,0.496385525,0.366666412,0.154060105,0.44659751,0.174699493,0.457205426,0.496710717,0.026847645,0.415844736,-0.10514424,-0.0866280817163857
E14001280,England,Henley and Thame,LD gain from Con,0.331791,0.067235,0.098068,0.720782654680063,1,0,1,0.5447977,0.08931689,0.762353807379719,0.057433248,0.232158419,0.114816055,0.522989532,0.391971776,0.725290365,0.121544913,0.447096576,0.94119994,0.020378941,0.422971049,-0.2130067,-0.0415711526996551
E14001281,England,Hereford and South Herefordshire,Con hold,0.326319,0.298253,0.184214,0.631164910045289,1,0,0,0.6168461,0.19923918,0.650488576449912,0.066765471,0.232051986,0.10330742,0.537142028,0.37376271,0.636894202,0.18901724,0.308462863,0.962696932,0.023752199,0.610682415,-0.2905271,-0.0193236664046231
E14001282,England,Herne Bay and Sandwich,Con hold,0.353145,0.301964,0.217134,0.62704028560788,1,0,0,0.6437542,0.24400534,0.670305676855895,0.063028393,0.272335182,0.063699992,0.50972629,0.40982729,0.720526134,0.205279193,0.270221452,0.953316612,0.025781824,0.612690648,-0.2906092,-0.0432653912480152
E14001283,England,Hertford and Stortford,Lab gain from Con,0.297358,0.385269,0.154141,0.684394601786733,1,0,1,0.55682576,0.23677541,0.737903867579182,0.063878298,0.171616163,0.127418426,0.477998846,0.425302037,0.678397756,0.133768889,0.400672135,0.908950687,0.025523214,0.48740865,-0.25946776,-0.0535092657924493
E14001284,England,Hertsmere,Con hold,0.446831,0.280355,0.137147,0.653467637650582,1,0,0,0.64903927,0.21143337,0.716842306432238,0.06827495,0.184401851,0.222647125,0.426851607,0.241086603,0.651501061,0.16173059,0.392479893,0.779588523,0.020325251,0.510866333,-0.20220827,-0.0633746687816558
E14001285,England,Hexham,Lab gain from Con,0.391198,0.462839,0,0.678101817325431,1,0,1,0.54338676,0.31749004,0.741634358932058,0.054401303,0.271029052,0.042780828,0.555821051,0.368009471,0.697922217,0.148061756,0.391914532,0.966885449,0.019395829,0.462293992,-0.15218876,-0.0635325416066268
E14001286,England,Heywood and Middleton North,Lab hold,0.172987,0.405844,0.242041,0.506355007636919,0,1,0,0.41466805,0.4306884,0.57902490928437,0.070711911,0.175576787,0.126021981,0.52274134,0.315843067,0.606527109,0.226786484,0.263568151,0.820041695,0.023549393,0.616644964,-0.24168105,-0.0726699016474506
E14001287,England,High Peak,Lab gain from Con,0.29722,0.457932,0.141426,0.661504335551522,1,0,1,0.45860484,0.4477138,0.732463493780422,0.062388651,0.218145826,0.041609387,0.485236708,0.444064442,0.709531051,0.149444885,0.355828707,0.974476374,0.028271213,0.505480277,-0.16138484,-0.0709591582288994
E14001288,England,Hinckley and Bosworth,Con hold,0.356325,0.179941,0.18446,0.625330333080405,1,0,0,0.6464466,0.14223857,0.649974234636576,0.06203824,0.218843874,0.06125057,0.504018509,0.415814256,0.735788295,0.184070145,0.293764179,0.949717153,0.023741493,0.604579871,-0.2901216,-0.0246439015561711
E14001289,England,Hitchin,Lab gain from Con,0.28486,0.439288,0.128737,0.692041066462828,1,0,1,0.4701911,0.26183385,0.74968105169736,0.05914888,0.173951802,0.103056317,0.436276149,0.454317986,0.685951224,0.128474469,0.40490961,0.880497607,0.02703457,0.469788519,-0.1853311,-0.0576399852345316
E14001290,England,Holborn and St Pancras,Lab hold,0.071913,0.489197,0.061422,0.54140252454418,0,1,0,0.15187743,0.662532,0.590685657502484,0.183401088,0.106707288,0.448321035,0.306288377,0.350798427,0.232270829,0.130799605,0.510014259,0.548085125,0.082452176,0.276893843,-0.07996443,-0.0492831329583048
E14001291,England,Honiton and Sidmouth,LD gain from Con,0.321923,0.058178,0.124154,0.670598514635212,1,0,1,0.6039008,0.14219578,0.763921199489007,0.05404285,0.317689925,0.062568898,0.510128833,0.407891435,0.727241865,0.160667094,0.323720334,0.974134982,0.021578211,0.555782848,-0.2819778,-0.093322684853795
E14001292,England,Hornchurch and Upminster,Con hold,0.325297,0.27582,0.283878,0.621848405312972,1,0,0,0.65430045,0.2285664,0.663560269307754,0.071928193,0.190456702,0.162730564,0.536474659,0.319552054,0.706026738,0.197480694,0.293112431,0.799040616,0.018443263,0.691002997,-0.32900345,-0.041711863994782
E14001293,England,Hornsey and Friern Barnet,Lab hold,0.08246,0.586633,0.040891,0.696029190813479,0,1,0,0.11801656,0.5725136,0.744490894919578,0.063625078,0.124010708,0.362282005,0.341344895,0.419045402,0.491574065,0.11408912,0.60190582,0.697438903,0.058912548,0.174469427,-0.03555656,-0.0484617041060984
E14001294,England,Horsham,LD gain from Con,0.344421,0.107732,0.1102,0.701187618445989,1,0,1,0.5578335,0.15641898,0.725503695717125,0.061424281,0.19733549,0.116039521,0.479529462,0.429462558,0.70783181,0.118636843,0.372275047,0.923865808,0.026926857,0.494073308,-0.2134125,-0.0243160772711364
E14001295,England,Houghton and Sunderland South,Lab hold,0.13774,0.470549,0.291467,0.510299816438915,0,1,0,0.32935295,0.4040367,0.569670798486011,0.068802087,0.207441777,0.026831952,0.548078455,0.397252091,0.598310788,0.23419408,0.230621094,0.974851927,0.022443195,0.636795812,-0.19161295,-0.0593709820470962
E14001296,England,Hove and Portslade,Lab hold,0.127724,0.524167,0.087808,0.70087628100401,0,1,0,0.28075403,0.58300084,0.764872636519003,0.072813765,0.152502142,0.198176059,0.341369971,0.519574531,0.550138913,0.127233172,0.465173747,0.856897902,0.086264587,0.321244816,-0.15303003,-0.0639963555149927
E14001297,England,Huddersfield,Lab hold,0.163301,0.375974,0.154264,0.516292820875378,0,1,0,0.3635535,0.5143031,0.649097890694861,0.106883379,0.159686892,0.202104532,0.358401314,0.331331108,0.563129457,0.21659867,0.301033924,0.617733348,0.034079986,0.526044502,-0.2002525,-0.132805069819483
E14001298,England,Huntingdon,Con hold,0.350826,0.322022,0.154477,0.658117712522447,1,0,0,0.59221905,0.20787685,0.745032411694669,0.063710603,0.201205511,0.143780356,0.476890601,0.427486853,0.685113375,0.151598472,0.350007325,0.911960844,0.026898502,0.516482108,-0.24139305,-0.0869146991722213
E14001299,England,Hyndburn,Lab gain from Con,0.28864,0.33502,0.207318,0.541707001057382,1,0,1,0.48495495,0.41536576,0.596050319769485,0.075776913,0.181790143,0.090513666,0.501169889,0.290632378,0.63201208,0.22470248,0.255100817,0.823821612,0.024121434,0.657857397,-0.19631495,-0.0543433187121033
E14001300,England,Ilford North,Lab hold,0.205148,0.33371,0.077227,0.596107148759805,0,1,0,0.36695582,0.54141146,0.693066788067056,0.085337172,0.129361645,0.446148468,0.291942517,0.100101273,0.603953035,0.176956785,0.418168893,0.329081539,0.017867185,0.51593239,-0.16180782,-0.0969596393072507
E14001301,England,Ilford South,Lab hold,0.149186,0.401676,0.05657,0.508315533441162,0,1,0,0.21215062,0.65230334,0.626044690474583,0.094578876,0.095183434,0.499900291,0.259057167,0.07570215,0.478147685,0.200937525,0.375772798,0.219814519,0.020174082,0.463032279,-0.06296462,-0.117729157033422
E14001302,England,Ipswich,Lab gain from Con,0.26539,0.433369,0.159447,0.584527030611704,1,0,1,0.5032776,0.3927671,0.660023696367001,0.080136217,0.159558254,0.191610892,0.421799338,0.448832956,0.533834739,0.212339186,0.273622218,0.834445218,0.038573959,0.567364782,-0.2378876,-0.0754966657552973
E14001303,England,Isle of Wight East,Con hold,0.305975,0.183814,0.208463,0.610115477575866,1,0,0,0.574204,0.24070558,0.63971481383681,0.056601606,0.311631982,0.061381558,0.487289231,0.42856117,0.673948662,0.197513951,0.262705918,0.972322448,0.026916844,0.628340622,-0.268229,-0.0295993362609441
E14001304,England,Isle of Wight West,Lab gain from Con,0.293467,0.386118,0.170137,0.618886041222972,1,0,1,0.5497992,0.24488886,0.693904682121979,0.059752068,0.272767063,0.061229441,0.466979134,0.450094587,0.679122537,0.171468752,0.285597094,0.96737479,0.027974955,0.610254176,-0.2563322,-0.075018640899007
E14001305,England,Islington North,Ind gain from Lab,0.039791,0.344305,0.034894,0.672678855762368,0,1,0,0.101905026,0.6431187,0.727389482222523,0.093591798,0.092954438,0.381442784,0.337084688,0.414105821,0.291428927,0.13606881,0.575643195,0.618698572,0.078257191,0.230289778,-0.062114026,-0.0547106264601551
E14001306,England,Islington South and Finsbury,Lab hold,0.083828,0.536698,0.079244,0.576805806643102,0,1,0,0.16335845,0.57012445,0.686950793755352,0.121082498,0.093286993,0.416181671,0.355298562,0.404972576,0.245927001,0.137948428,0.562204915,0.623885114,0.082986966,0.25610624,-0.07953045,-0.11014498711225
E14001307,England,Jarrow and Gateshead East,Lab hold,0.09132,0.513396,0.269331,0.522654826958106,0,1,0,0.23700193,0.49170494,0.569656569065902,0.069067661,0.198614811,0.044136094,0.538713184,0.395358254,0.541034289,0.223581322,0.236048197,0.958091552,0.028236492,0.649499177,-0.14568193,-0.047001742107796
E14001308,England,Keighley and Ilkley,Con hold,0.402481,0.367297,0.103538,0.621055037852811,1,0,0,0.48095056,0.43878326,0.721002275406421,0.06880937,0.206216793,0.101351459,0.421533508,0.356429865,0.693930705,0.195318462,0.319600656,0.801657923,0.024971538,0.524427604,-0.0784695600000001,-0.0999472375536095
E14001309,England,Kenilworth and Southam,Con hold,0.363747,0.240454,0.129782,0.711663975014348,1,0,0,0.5896484,0.18980262,0.78066087248604,0.077846932,0.234811201,0.087595659,0.534003075,0.374247342,0.756183027,0.118577379,0.435283563,0.929827033,0.024312408,0.46348365,-0.2259014,-0.0689968974716914
E14001310,England,Kensington and Bayswater,Lab hold,0.336976,0.406247,0.059989,0.542105399322174,0,1,0,0.38319376,0.39030886,0.721413529876283,0.107779383,0.129892221,0.557266467,0.451937261,0.266745943,0.302388499,0.11019899,0.605553568,0.613830353,0.048532171,0.289260235,-0.04621776,-0.179308130554109
E14001311,England,Kettering,Lab gain from Con,0.282475,0.358524,0.168581,0.632951108870968,1,0,1,0.60282105,0.26915464,0.683232015545606,0.067045824,0.182239864,0.139139775,0.473273056,0.427748644,0.654752111,0.18294661,0.283250732,0.901997306,0.025691856,0.60729604,-0.32034605,-0.0502809066746384
E14001312,England,Kingston and Surbiton,LD hold,0.170437,0.1295,0.094485,0.654971365040787,0,0,0,0.330747,0.102093,0.7571277018963,0.095631477,0.137075548,0.320780458,0.425584405,0.358426644,0.59087026,0.123652518,0.494299631,0.705169496,0.03820422,0.392520948,-0.16031,-0.102156336855513
E14001313,England,Kingston upon Hull East,Lab hold,0.091058,0.437584,0.306111,0.422024062278839,0,1,0,0.3427974,0.41628134,0.467530500399328,0.077617433,0.169104116,0.066330957,0.38377656,0.536336168,0.509946859,0.268969312,0.186061866,0.961183132,0.02746057,0.70945148,-0.2517394,-0.0455064381204887
E14001314,England,Kingston upon Hull North and Cottingham,Lab hold,0.1281,0.483415,0.204065,0.507810839532412,0,1,0,0.33459425,0.466367,0.591025657886085,0.116892787,0.155724292,0.160412854,0.418601027,0.458090546,0.523787237,0.219984417,0.267479961,0.895065843,0.043994749,0.598103475,-0.20649425,-0.0832148183536724
