constituency_geographic_code,country_name,constituency_name,result_summary_2024,con_2024,lab_2024,ruk_2024,turnout_2024,prev_con_2024,prev_lab_2024,con_lost_2024,con_2019,lab_2019,turnout_2019,pct_age_18_24,pct_age_65_plus,pct_born_outside_uk,pct_christian,pct_no_religion,pct_owner_occupiers,pct_no_qualifications,pct_higher_education,pct_white,pct_lgb_plus,hanretty_leave,DIF_Cons,DIF_Turnout
E14001388,England,North Dorset,Con hold,0.366484,0.087958,0.158887,0.68349153941395,1,0,0,0.6375318,0.11931393,0.74143310821118,0.058803323,0.272526246,0.071301331,0.526810155,0.385164511,0.709863929,0.153953643,0.30938157,0.972325967,0.019665406,0.563929094,-0.2710478,-0.0579415687972306
E14001389,England,North Durham,Lab hold,0.156189,0.39846,0.257163,0.567626252970257,0,1,0,0.3443031,0.43685928,0.654059305682891,0.067664185,0.222704251,0.030527709,0.534347689,0.406254607,0.638651256,0.207139228,0.262893801,0.97600236,0.024922831,0.581714126,-0.1881141,-0.0864330527126347
E14001390,England,North East Cambridgeshire,Con hold,0.414693,0.204411,0.231187,0.547831802100376,1,0,0,0.7386955,0.16048358,0.629664152755416,0.067940697,0.228378734,0.124632787,0.520735123,0.399154784,0.66810335,0.258027631,0.190399849,0.959194229,0.024483685,0.713924676,-0.3240025,-0.08183235065504
E14001391,England,North East Derbyshire,Lab gain from Con,0.34531,0.38353,0.172219,0.626293797962695,1,0,1,0.58400536,0.32324824,0.683940617051863,0.063596634,0.247582268,0.031650861,0.507956426,0.42424898,0.705958487,0.196597794,0.275840195,0.972739062,0.020376988,0.620069603,-0.23869536,-0.0576468190891684
E14001392,England,North East Hampshire,LD gain from Con,0.369762,0.091019,0.120104,0.722280722280722,1,0,1,0.6191433,0.102379695,0.77387935503233,0.05854968,0.196707509,0.111201397,0.502208883,0.411605056,0.751430868,0.105254748,0.4334583,0.931266662,0.021153941,0.454922944,-0.2493813,-0.0515986327516079
E14001393,England,North East Hertfordshire,Lab gain from Con,0.312928,0.349543,0.16112,0.675959174742912,1,0,1,0.5656009,0.23684639,0.719944306367031,0.06193812,0.204358825,0.093756979,0.466498682,0.434743693,0.666149859,0.145422915,0.373629274,0.910156415,0.023503299,0.507452674,-0.2526729,-0.0439851316241199
E14001394,England,North East Somerset and Hanham,Lab gain from Con,0.301614,0.405653,0.145213,0.691916252757515,1,0,1,0.5472953,0.26195657,0.785592165551954,0.077944778,0.221420946,0.057294807,0.458359063,0.462597993,0.763032454,0.148002337,0.322394656,0.959307905,0.026530016,0.523571394,-0.2456813,-0.0936759127944391
E14001395,England,North Herefordshire,Green gain from Con,0.314563,0.063639,0.159803,0.69181422311359,1,0,1,0.6250161,0.1523533,0.767526165825035,0.054984981,0.288066525,0.067410276,0.560874607,0.357948208,0.69218074,0.171023229,0.346788443,0.975848868,0.019799408,0.575838752,-0.3104531,-0.0757119427114447
E14001396,England,North Norfolk,LD gain from Con,0.35931,0.061178,0.135366,0.658515076009967,1,0,1,0.584636,0.077188626,0.729110988560359,0.051364901,0.343709036,0.044165159,0.523272928,0.394570417,0.69210892,0.203806398,0.26724195,0.981015632,0.025237888,0.583486664,-0.225326,-0.0705959125503919
E14001397,England,North Northumberland,Lab gain from Con,0.261818,0.365559,0.157402,0.658350181965225,1,0,1,0.5592909,0.23115283,0.727037123833418,0.05429884,0.288389105,0.037555093,0.567055647,0.36853392,0.653279535,0.175071954,0.327335014,0.981656441,0.02192988,0.525535392,-0.2974729,-0.0686869418681939
E14001398,England,North Shropshire,LD gain from Con,0.219845,0.06902,0.154999,0.639320382091707,1,0,1,0.61693865,0.22392914,0.678386025022063,0.066240057,0.246911868,0.061448733,0.570718128,0.358806455,0.692056408,0.177700555,0.2990417,0.974421928,0.020790835,0.602255493,-0.39709365,-0.0390656429303559
E14001399,England,North Somerset,Lab gain from Con,0.344065,0.35595,0.104192,0.72240883562196,1,0,1,0.5348023,0.25019345,0.768816840852859,0.054955902,0.255367699,0.072012325,0.48177158,0.441865402,0.775538722,0.124924243,0.395739578,0.961176355,0.021921058,0.468014724,-0.1907373,-0.0464080052308987
E14001400,England,North Warwickshire and Bedworth,Lab gain from Con,0.306033,0.359722,0.261383,0.586936575295332,1,0,1,0.65881866,0.26773968,0.653626592640046,0.067750649,0.211622023,0.069385529,0.525932569,0.377618346,0.698621808,0.230844257,0.236007074,0.923166295,0.021718774,0.680326115,-0.35278566,-0.0666900173447135
E14001401,England,North West Cambridgeshire,Lab gain from Con,0.331938,0.332816,0.196763,0.585180794309425,1,0,1,0.599613,0.23747662,0.639403991516668,0.066408097,0.156744121,0.189630694,0.49152943,0.392903107,0.62820321,0.174302955,0.299709958,0.867612823,0.026771129,0.595360088,-0.267675,-0.0542231972072426
E14001402,England,North West Essex,Con hold,0.355974,0.307984,0.140992,0.682401064016663,1,0,0,0.61698353,0.13777882,0.724659150498165,0.061141512,0.198454003,0.092185826,0.496173128,0.417167349,0.702158645,0.140688718,0.362673789,0.931873875,0.020532754,0.511959489,-0.26100953,-0.0422580864815018
E14001403,England,North West Hampshire,Con hold,0.349645,0.28495,0.152175,0.646364572867517,1,0,0,0.6007507,0.16890126,0.680056312825641,0.064435347,0.173447795,0.128194963,0.477045908,0.43179382,0.651218476,0.140683798,0.339873644,0.918366651,0.026847878,0.540841079,-0.2511057,-0.0336917399581237
E14001404,England,North West Leicestershire,Lab gain from Con,0.326505,0.34734,0.199251,0.624720257234727,1,0,1,0.6206665,0.25406176,0.671248324997015,0.074029713,0.201203801,0.062717627,0.489647606,0.440165477,0.714489433,0.184658848,0.297931929,0.958369705,0.024900021,0.6082085,-0.2941615,-0.0465280677622881
E14001405,England,North West Norfolk,Con hold,0.361195,0.250034,0.195149,0.598884633474434,1,0,0,0.6604007,0.22644073,0.645864361702128,0.062623676,0.262610096,0.115666646,0.532841901,0.384393792,0.653242426,0.234682631,0.234879863,0.950135791,0.022844083,0.649473942,-0.2992057,-0.0469797282276938
E14001406,England,Northampton North,Lab gain from Con,0.219908,0.435487,0.167651,0.553264968574264,1,0,1,0.4977488,0.42077753,0.674705796890891,0.09737197,0.140725495,0.305558555,0.480661131,0.347748801,0.51881741,0.219678146,0.276390884,0.77084519,0.035047704,0.590836037,-0.2778408,-0.121440828316627
E14001407,England,Northampton South,Lab gain from Con,0.291978,0.384703,0.186999,0.623698379100195,1,0,1,0.5775681,0.30898243,0.693701756348585,0.080783376,0.153749298,0.222516153,0.493382253,0.368455859,0.664531348,0.174302072,0.314767624,0.81555821,0.026717863,0.576470011,-0.2855901,-0.0700033772483902
E14001408,England,Norwich North,Lab gain from Con,0.217284,0.454365,0.17981,0.620820163598627,1,0,1,0.5155782,0.38934612,0.705799190940776,0.072338623,0.201319466,0.110921654,0.410376169,0.49307482,0.630397548,0.199216939,0.265972239,0.930851888,0.037300416,0.567570916,-0.2982942,-0.0849790273421491
E14001409,England,Norwich South,Lab hold,0.12875,0.476416,0.115911,0.591053266226277,0,1,0,0.29003274,0.5352771,0.69996316557755,0.183277268,0.162875116,0.176817742,0.337343673,0.528642567,0.431007096,0.154322638,0.362577986,0.86161478,0.077016488,0.406663692,-0.16128274,-0.108909899351273
E14001410,England,Nottingham East,Lab hold,0.107827,0.535535,0.098294,0.5245478780892,0,1,0,0.20836495,0.63112086,0.594819918488723,0.225276213,0.093399608,0.307930828,0.322071296,0.382285874,0.400285618,0.17178192,0.338158115,0.602275337,0.061835978,0.401917223,-0.10053795,-0.070272040399523
E14001411,England,Nottingham North and Kimberley,Lab hold,0.193876,0.470763,0.201474,0.47455536275892,0,1,0,0.4021888,0.460046,0.577561564785614,0.078151724,0.153177011,0.179683114,0.390129292,0.438066688,0.543154462,0.248655564,0.241666864,0.72516116,0.02872474,0.585094141,-0.2083128,-0.103006202026694
E14001412,England,Nottingham South,Lab hold,0.160741,0.473828,0.150126,0.511695587891993,0,1,0,0.31556088,0.53807116,0.59316998790683,0.276982298,0.124433107,0.216493993,0.344031748,0.424845925,0.466832778,0.168367569,0.274479937,0.691357844,0.04949407,0.542061764,-0.15481988,-0.0814744000148372
E14001413,England,Nuneaton,Lab gain from Con,0.284789,0.369204,0.219809,0.573653661456231,1,0,1,0.60610753,0.31524673,0.642496623302765,0.07180549,0.180699762,0.114904018,0.481494884,0.385220031,0.669785649,0.217961165,0.254966393,0.87641462,0.026885735,0.641296592,-0.32131853,-0.0688429618465344
E14001414,England,Old Bexley and Sidcup,Con hold,0.376,0.301514,0.218,0.650741823547091,1,0,0,0.63928896,0.23886093,0.697915685509372,0.076993847,0.188601785,0.160815134,0.490711247,0.36002572,0.763540224,0.171931578,0.309274454,0.801515178,0.020946111,0.629495842,-0.26328896,-0.0471738619622806
E14001415,England,Oldham East and Saddleworth,Lab hold,0.170673,0.351703,0.193036,0.545398856520555,0,1,0,0.40267307,0.43514428,0.632409551077442,0.077541362,0.167208345,0.147881718,0.472013774,0.26535122,0.620936235,0.230758263,0.268089252,0.724757471,0.023180381,0.581719545,-0.23200007,-0.0870106945568861
E14001416,England,"Oldham West, Chadderton and Royton",Lab hold,0.105411,0.343038,0.177534,0.507332535413187,0,1,0,0.30274114,0.5531575,0.598978202553146,0.088318783,0.145573349,0.201763946,0.398039706,0.220033207,0.578085764,0.267501877,0.228146115,0.594043638,0.020282001,0.616326428,-0.19733014,-0.0916456671399589
E14001417,England,Orpington,Con hold,0.379919,0.268834,0.193085,0.646330172268672,1,0,0,0.61906123,0.19774093,0.684048008271507,0.065314765,0.194427478,0.181075931,0.495892252,0.361766892,0.731937226,0.159693682,0.372418634,0.783067274,0.019948439,0.561399461,-0.23914223,-0.0377178360028347
E14001418,England,Ossett and Denby Dale,Lab gain from Con,0.289244,0.39277,0.210243,0.606718110410444,1,0,1,0.53853273,0.3116771,0.678930092883581,0.06652006,0.225885003,0.055011971,0.504446423,0.405842031,0.725563352,0.179853499,0.318743831,0.941931431,0.02572861,0.558883685,-0.24928873,-0.0722119824731377
E14001419,England,Oxford East,Lab hold,0.12046,0.496708,0,0.54758159927622,0,1,0,0.21446116,0.56445456,0.630059001533764,0.153077296,0.116417072,0.344710446,0.401724901,0.365660332,0.443749853,0.156593266,0.452528692,0.686554209,0.056944758,0.320879206,-0.09400116,-0.0824774022575438
E14001420,England,Oxford West and Abingdon,LD hold,0.185225,0.130027,0.090526,0.658515984023135,0,0,0,0.34090522,0.11796277,0.734889728348425,0.178550926,0.167973198,0.259942368,0.416993685,0.4236564,0.613735818,0.09474493,0.497110213,0.825969408,0.060056348,0.360548987,-0.15568022,-0.0763737443252902
E14001421,England,Peckham,Lab hold,0.058664,0.588009,0.046138,0.537898429159677,0,1,0,0.11221856,0.7082856,0.625871080139373,0.10849938,0.080368541,0.424439105,0.464584702,0.324533084,0.237915374,0.163954439,0.496791246,0.414624394,0.083148534,0.320684846,-0.05355456,-0.0879726509796962
E14001422,England,Pendle and Clitheroe,Lab gain from Con,0.325683,0.344976,0.174766,0.59335499263922,1,0,1,0.56934655,0.33088022,0.630483097438297,0.070752376,0.193783203,0.134060662,0.466262236,0.308571166,0.659503111,0.213829824,0.290154904,0.805012778,0.020377654,0.613744307,-0.24366355,-0.0371281047990766
E14001423,England,Penistone and Stocksbridge,Lab gain from Con,0.237234,0.436006,0.21508,0.624192517924327,1,0,1,0.4783522,0.33275443,0.693780909816888,0.05965941,0.245456179,0.032846551,0.523494984,0.408654332,0.755575356,0.188710436,0.301659835,0.966209702,0.020133326,0.593316637,-0.2411182,-0.0695883918925604
E14001424,England,Penrith and Solway,Lab gain from Con,0.298878,0.405552,0.154705,0.632334637839225,1,0,1,0.5481731,0.30148086,0.727033368091762,0.059317763,0.260163103,0.043633842,0.590390687,0.340316128,0.706425364,0.187758378,0.315500219,0.981181254,0.019733963,0.547703063,-0.2492951,-0.0946987302525373
E14001425,England,Peterborough,Lab gain from Con,0.317635,0.320453,0.128463,0.570634250047698,1,0,1,0.46483317,0.41543868,0.653522062180898,0.078642327,0.143849826,0.320518823,0.447476999,0.28407382,0.523762635,0.255831505,0.233260181,0.696105499,0.026880759,0.619294903,-0.14719817,-0.0828878121331993
E14001426,England,Plymouth Moor View,Lab gain from Con,0.281431,0.412194,0.225639,0.573523901290081,1,0,1,0.5983137,0.32289416,0.656218485104527,0.073483222,0.198413645,0.063236136,0.441600652,0.487898697,0.600097543,0.208248542,0.227932561,0.959378454,0.031413032,0.654602314,-0.3168827,-0.0826945838144465
E14001427,England,Plymouth Sutton and Devonport,Lab hold,0.163274,0.494002,0.177384,0.558934048570632,0,1,0,0.38010272,0.48407528,0.670290495952106,0.166460229,0.143242966,0.144500149,0.373877901,0.515532462,0.451897635,0.155859306,0.309418472,0.901764261,0.067935949,0.534544596,-0.21682872,-0.111356447381474
E14001428,England,"Pontefract, Castleford and Knottingley",Lab hold,0.150346,0.475262,0.290875,0.481881047468439,0,1,0,0.35565087,0.38186973,0.567249934708801,0.068354129,0.180632501,0.058484331,0.493400059,0.437885244,0.627345237,0.260999145,0.215524612,0.964768519,0.028056332,0.713269911,-0.20530487,-0.085368887240362
E14001429,England,Poole,Lab gain from Con,0.318013,0.318418,0.166963,0.61364796094278,1,0,1,0.58800024,0.20669658,0.676270059033841,0.063366011,0.230967052,0.121252296,0.476773975,0.429488564,0.661717357,0.167996531,0.322834841,0.935400569,0.031284847,0.570090936,-0.26998724,-0.062622098091061
E14001430,England,Poplar and Limehouse,Lab hold,0.110056,0.430536,0.079046,0.51180512625422,0,1,0,0.17669602,0.6034259,0.681470440815681,0.121489326,0.049468665,0.500761148,0.252763109,0.261182293,0.241717551,0.142979869,0.539575418,0.401256384,0.063749325,0.320828839,-0.06664002,-0.16966531456146
E14001431,England,Portsmouth North,Lab gain from Con,0.329743,0.348496,0.204385,0.590423870766261,1,0,1,0.61363536,0.2699194,0.639023439674851,0.07540273,0.167194319,0.116402826,0.420914393,0.482922542,0.63778967,0.196930596,0.26564935,0.902928924,0.031117539,0.638334645,-0.28389236,-0.0485995689085904
E14001432,England,Portsmouth South,Lab hold,0.14496,0.484407,0.146476,0.528116563335187,0,1,0,0.3733263,0.4864101,0.638694732872746,0.191419142,0.130196166,0.218688285,0.368888477,0.459163808,0.419317907,0.154177243,0.329786999,0.805266046,0.060071295,0.513866767,-0.2283663,-0.110578169537559
E14001433,England,Preston,Lab hold,0.130323,0.350211,0.143475,0.516705426356589,0,1,0,0.29799128,0.5728567,0.591012529816577,0.131028152,0.1300323,0.21628664,0.440888427,0.276356237,0.51570832,0.212081262,0.287897126,0.701218971,0.043192133,0.558434683,-0.16766828,-0.0743071034599875
E14001434,England,Putney,Lab hold,0.235825,0.489157,0.062278,0.678191123462565,0,1,0,0.36373952,0.44326982,0.760203173560055,0.0846404,0.105230062,0.398090142,0.437377603,0.342074058,0.442969963,0.101827875,0.608900011,0.689364418,0.04613058,0.267887316,-0.12791452,-0.0820120500974903
E14001435,England,Queen's Park and Maida Vale,Lab hold,0.132697,0.524894,0.054925,0.507464464384976,0,1,0,0.19788387,0.61918795,0.595288083342192,0.096009744,0.105551836,0.48647602,0.385294236,0.233590126,0.269350145,0.178639145,0.478332258,0.471907908,0.043921891,0.35396527,-0.06518687,-0.0878236189572161
E14001436,England,Rawmarsh and Conisbrough,Lab hold,0.13261,0.489972,0.28622,0.490417022261438,0,1,0,0.36977112,0.40077448,0.57695810564663,0.069212081,0.196146869,0.041141986,0.516029789,0.416445651,0.626372825,0.248981138,0.212693976,0.967578706,0.024753121,0.704929167,-0.23716112,-0.0865410833851921
E14001437,England,Rayleigh and Wickford,Con hold,0.370086,0.246425,0.252928,0.626540952778939,1,0,0,0.7293243,0.15668811,0.693478317761901,0.066366133,0.228105083,0.046650433,0.485912063,0.441311489,0.817635422,0.18856755,0.22897578,0.950404694,0.01494432,0.684879946,-0.3592383,-0.0669373649829624
E14001438,England,Reading Central,Lab hold,0.197854,0.476872,0.086198,0.615366847826087,0,1,0,0.36398214,0.52604306,0.722893256456659,0.118765581,0.114974641,0.37225031,0.38787983,0.355610951,0.481169293,0.13907153,0.451859452,0.658199375,0.046873691,0.360542052,-0.16612814,-0.107526408630572
E14001439,England,Reading West and Mid Berkshire,Lab gain from Con,0.320337,0.349574,0.134476,0.676800279146857,1,0,1,0.5678748,0.22894588,0.706352947899256,0.064089372,0.187301821,0.146749689,0.48147837,0.39598908,0.701848287,0.149227906,0.360328238,0.857326922,0.021550482,0.493900816,-0.2475378,-0.0295526687523984
E14001440,England,Redcar,Lab gain from Con,0.322961,0.40993,0.188856,0.543970045984539,1,0,1,0.4752907,0.36621198,0.626936395115728,0.06844616,0.22566329,0.03242679,0.51909739,0.410291044,0.633191085,0.224521523,0.242053694,0.973061557,0.02547521,0.66801356,-0.1523297,-0.0829663491311892
E14001441,England,Redditch,Lab gain from Con,0.330879,0.349499,0.200968,0.596478139692013,1,0,1,0.6467022,0.2588577,0.679352412007837,0.06803024,0.195437663,0.105788929,0.500900737,0.392508704,0.659029878,0.201918041,0.271481306,0.906616755,0.022747113,0.611394054,-0.3158232,-0.0828742723158243
E14001442,England,Reigate,Con hold,0.354057,0.294107,0.13619,0.689489248009131,1,0,0,0.5581926,0.16916344,0.702255086092541,0.059961868,0.183597528,0.166922943,0.497660366,0.369358167,0.718684687,0.126505677,0.424148464,0.840405836,0.021567723,0.47821556,-0.2041356,-0.0127658380834105
E14001443,England,Ribble Valley,Lab gain from Con,0.332949,0.349403,0.163851,0.646376919636201,1,0,1,0.5984112,0.27607197,0.687431737133683,0.062949695,0.222513749,0.066830097,0.637014986,0.252030879,0.796917324,0.142619827,0.374517516,0.910541357,0.019506773,0.55330862,-0.2654622,-0.0410548174974823
E14001444,England,Richmond and Northallerton,Con hold,0.475189,0.224086,0.147179,0.656768535311155,1,0,0,0.633404,0.1644179,0.713185967227538,0.069153796,0.262094391,0.06750647,0.577536084,0.348135888,0.674815611,0.154114941,0.350160735,0.960386764,0.01912301,0.540592366,-0.158215,-0.0564174319163827
E14001445,England,Richmond Park,LD hold,0.2178527,0.09669572,0.062407814,0.696178055155492,0,0,0,0.40570733,0.052621778,0.787371563362075,0.056096226,0.155793949,0.346211144,0.444063722,0.364635284,0.589873141,0.081977252,0.641030584,0.764378287,0.033680343,0.277600857,-0.18785463,-0.0911935082065831
E14001446,England,Rochdale,Lab hold,0.107665,0.328235,0.170656,0.547367840346449,0,1,0,0.31551668,0.5083218,0.58660752890637,0.081459309,0.148234174,0.19617921,0.384636315,0.260376075,0.578429886,0.243753309,0.260331308,0.630608384,0.021860541,0.571393713,-0.20785168,-0.0392396885599206
E14001447,England,Rochester and Strood,Lab gain from Con,0.292807,0.36159,0.233955,0.573656355629772,1,0,1,0.5846981,0.28105748,0.618598849698566,0.077282918,0.160660734,0.125681753,0.447079832,0.439995342,0.645914772,0.186524728,0.269493313,0.85870947,0.029874995,0.636449378,-0.2918911,-0.0449424940687934
E14001448,England,Romford,Con hold,0.348242,0.315027,0.218494,0.603979267222466,1,0,0,0.64769745,0.26439753,0.655893123558931,0.073070706,0.166323373,0.217704561,0.511000887,0.292137737,0.679829804,0.19261363,0.308927602,0.724308707,0.021196273,0.680411275,-0.29945545,-0.0519138563364653
E14001449,England,Romsey and Southampton North,Con hold,0.397645,0.09275,0.114258,0.696066563704415,1,0,0,0.57851344,0.121197715,0.740935379447658,0.108592926,0.226494686,0.140009188,0.494513741,0.3854173,0.679262718,0.136886355,0.377343448,0.888878793,0.03025947,0.476503683,-0.18086844,-0.0448688157432426
E14001450,England,Rossendale and Darwen,Lab gain from Con,0.282823,0.408961,0.217289,0.59938205265986,1,0,1,0.5634604,0.3664376,0.669137854758489,0.067232028,0.188571147,0.046355923,0.523139428,0.385279123,0.683658885,0.182042164,0.308145109,0.943416718,0.02625223,0.591904025,-0.2806374,-0.0697558020986291
E14001451,England,Rother Valley,Lab gain from Con,0.361108,0.385094,0.184556,0.599029643386746,1,0,1,0.46111062,0.32623988,0.648124928758691,0.067364404,0.225249387,0.038516468,0.519525969,0.402468274,0.725943816,0.206676061,0.255197809,0.952466251,0.019900299,0.666302755,-0.10000262,-0.0490952853719453
E14001452,England,Rotherham,Lab hold,0,0.451397,0.302746,0.486401770074675,0,1,0,0.3309207,0.40667725,0.577622934501294,0.079991868,0.171184076,0.114806366,0.44420932,0.38761008,0.55839885,0.260246823,0.215145823,0.840517838,0.026549897,0.679062718,-0.3309207,-0.0912211644266191
E14001453,England,Rugby,Lab gain from Con,0.30824,0.3986,0.167843,0.654250277032349,1,0,1,0.5733289,0.31129324,0.704089362698511,0.066256581,0.183341255,0.185631986,0.504602082,0.360671621,0.671915836,0.164335189,0.334657522,0.857010641,0.024967178,0.58869338,-0.2650889,-0.0498390856661617
E14001454,England,"Ruislip, Northwood and Pinner",Con hold,0.453717,0.292731,0.099191,0.656934001088124,1,0,0,0.5533527,0.25080374,0.724088238554484,0.061089416,0.203434465,0.330786732,0.396259287,0.199251056,0.692379279,0.130499839,0.489365123,0.553508902,0.016323502,0.477965004,-0.0996357,-0.06715423746636
E14001455,England,Runcorn and Helsby,Lab hold,0.159962,0.529371,0.181414,0.596531122441773,0,1,0,0.3684167,0.48777315,0.682424242424242,0.067847019,0.20863039,0.04962639,0.542921565,0.392870564,0.638597264,0.190804507,0.287736716,0.965116063,0.02566123,0.537444888,-0.2084547,-0.085893119982469
E14001456,England,Runnymede and Weybridge,Con hold,0.382194,0.206474,0.133028,0.655522347507132,1,0,0,0.53215367,0.17746682,0.713884897937055,0.073077177,0.183314956,0.20739086,0.534059637,0.339135598,0.679114259,0.141444299,0.409474715,0.854789459,0.025296821,0.500519635,-0.14995967,-0.0583625504299222
E14001457,England,Rushcliffe,Lab gain from Con,0.309383,0.437985,0.11002,0.729459322890349,1,0,1,0.4734436,0.34983864,0.781084664767431,0.076154943,0.214678332,0.090058407,0.43368482,0.443890225,0.755607776,0.118186901,0.462379054,0.886285875,0.027094374,0.418118188,-0.1640606,-0.0516253418770826
E14001458,England,Rutland and Stamford,Con hold,0.437409,0.223439,0.144266,0.676908713403843,1,0,0,0.63324285,0.14657642,0.758833822533303,0.060015704,0.245760913,0.083335173,0.545278014,0.359804754,0.71282167,0.139932741,0.371595628,0.928703197,0.020699846,0.519610906,-0.19583385,-0.0819251091294601
E14001459,England,Salford,Lab hold,0.090243,0.532239,0.151899,0.474740831968242,0,1,0,0.23295741,0.57412064,0.578683368205185,0.152815325,0.103408243,0.253888932,0.446259474,0.3729498,0.351527635,0.18893283,0.375607259,0.767848554,0.08154416,0.537639465,-0.14271441,-0.103942536236943
E14001460,England,Salisbury,Con hold,0.34102,0.265143,0.104339,0.69876883652266,1,0,0,0.55246294,0.18740283,0.750861308049315,0.058933532,0.242068511,0.107524641,0.53207796,0.382957334,0.656865424,0.140135611,0.384391707,0.942818764,0.026052941,0.476961392,-0.21144294,-0.0520924715266558
E14001461,England,Scarborough and Whitby,Lab gain from Con,0.279279,0.401574,0.21838,0.593220111611934,1,0,1,0.5549232,0.34838307,0.673201375538166,0.061607327,0.264210743,0.065337253,0.523861462,0.39782479,0.626348566,0.202377034,0.279197903,0.967824106,0.028450924,0.611243031,-0.2756442,-0.0799812639262318
E14001462,England,Scunthorpe,Lab gain from Con,0.305805,0.396507,0.209034,0.52875228488254,1,0,1,0.56320626,0.34878752,0.636231454804922,0.070161963,0.204881657,0.128912955,0.502550972,0.390583215,0.638287478,0.234115547,0.219202539,0.920836271,0.024983371,0.676598711,-0.25740126,-0.107479169922382
E14001463,England,Sefton Central,Lab hold,0.178929,0.564227,0.121541,0.638751278875667,0,1,0,0.3433236,0.5257405,0.763773312284269,0.059483157,0.278810777,0.037790118,0.688160199,0.249760428,0.820219251,0.159705737,0.35440743,0.969620106,0.016186674,0.418166981,-0.1643946,-0.125022033408603
E14001464,England,Selby,Lab gain from Con,0.255841,0.462964,0.194324,0.630703586484374,1,0,1,0.57954395,0.29829216,0.705675419001886,0.062994389,0.201155806,0.052468282,0.534138218,0.400469847,0.734708491,0.168936835,0.304287288,0.975446846,0.021806514,0.607427845,-0.32370295,-0.074971832517512
E14001465,England,Sevenoaks,Con hold,0.367302,0.136315,0.187198,0.676982145764368,1,0,0,0.6172312,0.13513829,0.698767710764888,0.057272974,0.20986016,0.117211756,0.517140157,0.393650602,0.718943868,0.158470701,0.375351794,0.912532032,0.019072269,0.551059156,-0.2499292,-0.0217855650005203
E14001466,England,Sheffield Brightside and Hillsborough,Lab hold,0.128717,0.515659,0,0.449104263450255,0,1,0,0.25385225,0.5657732,0.567304719341147,0.083978553,0.144411123,0.201924611,0.367005325,0.380136675,0.482963062,0.283891472,0.227579307,0.689999545,0.032723207,0.576350044,-0.12513525,-0.118200455890892
E14001467,England,Sheffield Central,Lab hold,0.073547,0.520989,0,0.524853945935241,0,1,0,0.12404445,0.6697402,0.540317658580898,0.33675398,0.088088144,0.272132007,0.250786592,0.484707321,0.372584751,0.103416782,0.455666904,0.66903474,0.085337169,0.298591225,-0.05049745,-0.0154637126456567
E14001468,England,Sheffield Hallam,Lab hold,0.12025,0.462685,0,0.707832647462277,0,1,0,0.25696734,0.349682,0.783772851233738,0.112658786,0.214819675,0.090263715,0.422269789,0.456700621,0.79045254,0.09158448,0.50904265,0.881460569,0.036795129,0.350749056,-0.13671734,-0.0759402037714612
E14001469,England,Sheffield Heeley,Lab hold,0.136347,0.552203,0,0.523416653052334,0,1,0,0.2713426,0.53876793,0.612418580963358,0.081508677,0.170606158,0.135602754,0.396617804,0.463665528,0.529148841,0.221687087,0.308543505,0.814020822,0.04017338,0.519342671,-0.1349956,-0.0890019279110246
E14001470,England,Sheffield South East,Lab hold,0.174778,0.523049,0,0.482374993257457,0,1,0,0.35629904,0.46748123,0.615247366280519,0.077193589,0.190072639,0.115376107,0.414760226,0.397878494,0.636330559,0.252002136,0.223539183,0.811266638,0.024132981,0.648006074,-0.18152104,-0.132872373023062
E14001471,England,Sherwood Forest,Lab gain from Con,0.275339,0.387197,0.232635,0.616761306023119,1,0,1,0.60810995,0.295496,0.680780737624603,0.064589769,0.208845758,0.04849286,0.462635388,0.46080917,0.712157343,0.204341397,0.264742414,0.951304766,0.024841487,0.624437692,-0.33277095,-0.064019431601484
E14001472,England,Shipley,Lab gain from Con,0.271929,0.450034,0.149846,0.65159854309996,1,0,1,0.508055,0.39247093,0.728848100411634,0.059208163,0.21785278,0.065189255,0.463375829,0.411457371,0.708809885,0.157902652,0.364504486,0.89494796,0.026981303,0.498271742,-0.236126,-0.0772495573116742
E14001473,England,Shrewsbury,Lab gain from Con,0.224535,0.444763,0.145927,0.673115837021371,1,0,1,0.49373472,0.35456026,0.68611506674297,0.067283297,0.226831412,0.073842807,0.506707421,0.412623735,0.668957145,0.150657096,0.344575503,0.956099931,0.029723328,0.530267154,-0.26919972,-0.0129992297215987
E14001474,England,Sittingbourne and Sheppey,Lab gain from Con,0.282063,0.290721,0.256403,0.518522265926366,1,0,1,0.665184,0.20890447,0.608750553255747,0.073983294,0.180449864,0.083135705,0.46762348,0.456023148,0.664549523,0.230665263,0.210380546,0.931362486,0.025923382,0.662066953,-0.383121,-0.090228287329381
E14001475,England,Skipton and Ripon,Con hold,0.352348,0.321478,0.159326,0.674550089603473,1,0,0,0.58858967,0.19197506,0.7396362594127,0.057564205,0.268790096,0.055836359,0.559584324,0.364269902,0.710440867,0.146962452,0.37551273,0.969142219,0.020120627,0.526433007,-0.23624167,-0.0650861698092266
E14001476,England,Sleaford and North Hykeham,Con hold,0.357212,0.267724,0.215876,0.641961110890801,1,0,0,0.6647263,0.18584706,0.70233033524121,0.0635204,0.232140077,0.062227355,0.534317948,0.395084536,0.730105638,0.164257869,0.298080901,0.970679463,0.022399659,0.625437764,-0.3075143,-0.0603692243504089
